SiteID, 17152.0,Site Timezone,-6.0,Data Timezone,-6.0
Longitude, -95.205444
Latitude, 35.03545
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2011,4,23,21,15,0.79,4.187
2011,4,23,21,20,1.095,4.468
2011,4,23,21,25,0.864,4.279
2011,4,23,21,30,0.983,4.374
2011,4,23,21,35,0.591,3.904
2011,4,23,21,40,0.084,3.174
2011,4,23,21,45,0.0,2.017
2011,4,23,21,50,0.0,1.334
2011,4,23,21,55,0.0,1.416
2011,4,23,22,0,0.0,1.569
2011,4,23,22,5,0.0,1.5110000000000001
2011,4,23,22,10,0.016,2.335
2011,4,23,22,15,0.0,2.13
2011,4,23,22,20,0.0,0.9460000000000001
2011,4,23,22,25,0.0,1.455
2011,4,23,22,30,0.019,2.365
2011,4,23,22,35,0.044,2.6830000000000003
2011,4,23,22,40,0.0,1.77
2011,4,23,22,45,0.0,1.224
2011,4,23,22,50,0.0,1.663
2011,4,23,22,55,0.07200000000000001,3.0300000000000002
2011,4,23,23,0,0.767,4.1690000000000005
2011,4,23,23,5,2.391,5.49
2011,4,23,23,10,4.509,6.65
2011,4,23,23,15,5.908,7.26
2011,4,23,23,20,3.672,6.226
2011,4,23,23,25,0.085,3.194
2011,4,23,23,30,0.8130000000000001,4.218
2011,4,23,23,35,4.032,6.402
2011,4,23,23,40,1.9160000000000001,5.127
2011,4,23,23,45,0.04,2.63
2011,4,23,23,50,0.0,0.979
2011,4,23,23,55,0.0,0.751
2011,4,24,0,0,0.0,0.669
2011,4,24,0,5,0.0,1.022
2011,4,24,0,10,0.0,1.397
2011,4,24,0,15,0.0,1.635
2011,4,24,0,20,0.0,1.708
2011,4,24,0,25,0.0,1.937
2011,4,24,0,30,0.0,1.245
2011,4,24,0,35,0.0,1.266
2011,4,24,0,40,0.0,1.455
2011,4,24,0,45,0.0,1.6600000000000001
2011,4,24,0,50,0.0,1.7570000000000001
2011,4,24,0,55,0.0,1.993
2011,4,24,1,0,0.0,0.189
2011,4,24,1,5,0.0,2.02
2011,4,24,1,10,1.288,4.614
2011,4,24,1,15,2.462,5.49
2011,4,24,1,20,0.624,3.943
2011,4,24,1,25,0.046,2.704
2011,4,24,1,30,0.066,2.945
2011,4,24,1,35,0.08,3.122
2011,4,24,1,40,0.218,3.375
2011,4,24,1,45,0.426,3.665
2011,4,24,1,50,0.17300000000000001,3.311
2011,4,24,1,55,0.051000000000000004,2.7560000000000002
2011,4,24,2,0,0.008,2.231
2011,4,24,2,5,0.035,2.569
2011,4,24,2,10,0.036000000000000004,2.579
2011,4,24,2,15,0.0,2.102
2011,4,24,2,20,0.0,1.819
2011,4,24,2,25,0.0,1.998
2011,4,24,2,30,0.0,2.02
2011,4,24,2,35,0.0,2.05
2011,4,24,2,40,0.0,1.855
2011,4,24,2,45,0.0,1.296
2011,4,24,2,50,0.0,1.071
2011,4,24,2,55,0.0,0.79
2011,4,24,3,0,0.0,0.931
2011,4,24,3,5,0.0,0.8180000000000001
2011,4,24,3,10,0.0,0.406
2011,4,24,3,15,0.0,0.531
2011,4,24,3,20,0.0,1.294
2011,4,24,3,25,0.0,1.972
2011,4,24,3,30,0.007,2.234
2011,4,24,3,35,0.035,2.579
2011,4,24,3,40,0.265,3.461
2011,4,24,3,45,0.786,4.1930000000000005
2011,4,24,3,50,1.567,4.868
2011,4,24,3,55,2.836,5.743
2011,4,24,4,0,4.372,6.582
2011,4,24,4,5,5.722,7.174
2011,4,24,4,10,6.97,7.675
2011,4,24,4,15,7.408,7.827
2011,4,24,4,20,7.595,7.892
2011,4,24,4,25,8.522,8.215
2011,4,24,4,30,8.681000000000001,8.27
2011,4,24,4,35,7.554,7.876
2011,4,24,4,40,8.28,8.129
2011,4,24,4,45,9.051,8.398
2011,4,24,4,50,9.553,8.572000000000001
2011,4,24,4,55,9.746,8.639
2011,4,24,5,0,10.077,8.755
2011,4,24,5,5,10.199,8.798
2011,4,24,5,10,11.447000000000001,9.237
2011,4,24,5,15,11.856,9.381
2011,4,24,5,20,12.692,9.695
2011,4,24,5,25,13.126,9.912
2011,4,24,5,30,13.418000000000001,10.058
2011,4,24,5,35,13.244,9.97
2011,4,24,5,40,12.728,9.71
2011,4,24,5,45,11.479000000000001,9.243
2011,4,24,5,50,9.662,8.603
2011,4,24,5,55,8.622,8.239
2011,4,24,6,0,6.986,7.6690000000000005
2011,4,24,6,5,3.8890000000000002,6.341
2011,4,24,6,10,0.553,3.858
2011,4,24,6,15,1.956,5.163
2011,4,24,6,20,4.71,6.688
2011,4,24,6,25,3.3000000000000003,5.969
2011,4,24,6,30,1.416,4.712
2011,4,24,6,35,0.187,3.33
2011,4,24,6,40,0.051000000000000004,2.7560000000000002
2011,4,24,6,45,0.0,2.057
2011,4,24,6,50,0.201,3.354
2011,4,24,6,55,0.40800000000000003,3.6470000000000002
2011,4,24,7,0,0.068,2.981
2011,4,24,7,5,0.08600000000000001,3.1950000000000003
2011,4,24,7,10,0.088,3.204
2011,4,24,7,15,0.05,2.7520000000000002
2011,4,24,7,20,0.014,2.316
2011,4,24,7,25,0.0,1.736
2011,4,24,7,30,0.0,1.818
2011,4,24,7,35,0.0,2.05
2011,4,24,7,40,0.046,2.709
2011,4,24,7,45,0.046,2.703
2011,4,24,7,50,0.04,2.63
2011,4,24,7,55,0.054,2.8040000000000003
2011,4,24,8,0,0.108,3.235
2011,4,24,8,5,0.756,4.144
2011,4,24,8,10,2.164,5.343
2011,4,24,8,15,4.359,6.564
2011,4,24,8,20,5.516,7.07
2011,4,24,8,25,5.417,7.0280000000000005
2011,4,24,8,30,3.247,5.969
2011,4,24,8,35,2.681,5.642
2011,4,24,8,40,3.5580000000000003,6.149
2011,4,24,8,45,3.858,6.323
2011,4,24,8,50,5.33,6.9910000000000005
2011,4,24,8,55,4.828,6.772
2011,4,24,9,0,3.027,5.844
2011,4,24,9,5,4.352,6.561
2011,4,24,9,10,6.529,7.507000000000001
2011,4,24,9,15,7.354,7.7940000000000005
2011,4,24,9,20,8.512,8.2
2011,4,24,9,25,8.859,8.322000000000001
2011,4,24,9,30,9.540000000000001,8.56
2011,4,24,9,35,10.531,8.911
2011,4,24,9,40,11.434000000000001,9.231
2011,4,24,9,45,12.518,9.616
2011,4,24,9,50,12.57,9.637
2011,4,24,9,55,11.932,9.411
2011,4,24,10,0,10.771,9.003
2011,4,24,10,5,9.367,8.508000000000001
2011,4,24,10,10,9.132,8.426
2011,4,24,10,15,8.113,8.069
2011,4,24,10,20,10.064,8.752
2011,4,24,10,25,12.06,9.457
2011,4,24,10,30,12.492,9.61
2011,4,24,10,35,12.524000000000001,9.622
2011,4,24,10,40,11.466000000000001,9.25
2011,4,24,10,45,11.031,9.097
2011,4,24,10,50,11.609,9.302
2011,4,24,10,55,12.513,9.622
2011,4,24,11,0,12.81,9.765
2011,4,24,11,5,12.306000000000001,9.549
2011,4,24,11,10,10.651,8.966
2011,4,24,11,15,12.566,9.643
2011,4,24,11,20,10.148,8.789
2011,4,24,11,25,9.346,8.508000000000001
2011,4,24,11,30,8.736,8.298
2011,4,24,11,35,10.74,9.002
2011,4,24,11,40,7.862,7.992
2011,4,24,11,45,8.676,8.276
2011,4,24,11,50,5.526,7.0920000000000005
2011,4,24,11,55,7.279,7.788
2011,4,24,12,0,3.028,5.859
2011,4,24,12,5,5.466,7.0680000000000005
2011,4,24,12,10,2.785,5.719
2011,4,24,12,15,3.4010000000000002,6.0760000000000005
2011,4,24,12,20,0.028,2.491
2011,4,24,12,25,0.41300000000000003,3.67
2011,4,24,12,30,0.373,3.612
2011,4,24,12,35,0.733,4.116
2011,4,24,12,40,0.04,2.636
2011,4,24,12,45,0.0,1.95
2011,4,24,12,50,0.0,1.577
2011,4,24,12,55,0.0,1.849
2011,4,24,13,0,0.0,1.7850000000000001
2011,4,24,13,5,0.0,1.1480000000000001
2011,4,24,13,10,0.0,0.885
2011,4,24,13,15,0.0,1.193
2011,4,24,13,20,0.028,2.49
2011,4,24,13,25,0.835,4.26
2011,4,24,13,30,1.0150000000000001,4.412
2011,4,24,13,35,0.435,3.6990000000000003
2011,4,24,13,40,0.353,3.583
2011,4,24,13,45,0.386,3.628
2011,4,24,13,50,0.432,3.692
2011,4,24,13,55,0.34800000000000003,3.573
2011,4,24,14,0,0.316,3.528
2011,4,24,14,5,1.168,4.535
2011,4,24,14,10,1.121,4.495
2011,4,24,14,15,1.578,4.864
2011,4,24,14,20,1.496,4.797
2011,4,24,14,25,0.249,3.43
2011,4,24,14,30,0.292,3.491
2011,4,24,14,35,0.667,4.016
2011,4,24,14,40,0.599,3.922
2011,4,24,14,45,1.585,4.87
2011,4,24,14,50,1.25,4.599
2011,4,24,14,55,1.313,4.651
2011,4,24,15,0,1.938,5.16
2011,4,24,15,5,3.0300000000000002,5.844
2011,4,24,15,10,2.165,5.343
2011,4,24,15,15,0.9380000000000001,4.346
2011,4,24,15,20,1.87,5.102
2011,4,24,15,25,1.522,4.8180000000000005
2011,4,24,15,30,1.613,4.892
2011,4,24,15,35,2.505,5.5360000000000005
2011,4,24,15,40,3.459,6.085
2011,4,24,15,45,3.798,6.28
2011,4,24,15,50,2.597,5.588
2011,4,24,15,55,2.2920000000000003,5.4110000000000005
2011,4,24,16,0,6.186,7.355
2011,4,24,16,5,3.27,5.9750000000000005
2011,4,24,16,10,3.027,5.835
2011,4,24,16,15,2.069,5.261
2011,4,24,16,20,0.738,4.114
2011,4,24,16,25,2.9130000000000003,5.768
2011,4,24,16,30,2.887,5.753
2011,4,24,16,35,1.098,4.471
2011,4,24,16,40,1.861,5.09
2011,4,24,16,45,2.5580000000000003,5.563
2011,4,24,16,50,2.557,5.563
2011,4,24,16,55,4.17,6.473
2011,4,24,17,0,4.057,6.424
2011,4,24,17,5,4.899,6.793
2011,4,24,17,10,6.524,7.498
2011,4,24,17,15,8.471,8.176
2011,4,24,17,20,9.077,8.386000000000001
2011,4,24,17,25,7.2,7.7330000000000005
2011,4,24,17,30,6.003,7.276
2011,4,24,17,35,6.175,7.352
2011,4,24,17,40,7.261,7.755
2011,4,24,17,45,7.572,7.864
2011,4,24,17,50,4.996,6.836
2011,4,24,17,55,2.93,5.78
2011,4,24,18,0,4.225,6.497
2011,4,24,18,5,2.0300000000000002,5.228
2011,4,24,18,10,4.539,6.632000000000001
2011,4,24,18,15,6.949,7.641
2011,4,24,18,20,1.262,4.602
2011,4,24,18,25,5.521,7.059
2011,4,24,18,30,9.44,8.508000000000001
2011,4,24,18,35,5.618,7.101
2011,4,24,18,40,4.566,6.641
2011,4,24,18,45,11.124,9.092
2011,4,24,18,50,9.989,8.695
2011,4,24,18,55,2.81,5.707
2011,4,24,19,0,0.107,3.229
2011,4,24,19,5,0.078,3.101
2011,4,24,19,10,0.037,2.594
2011,4,24,19,15,0.062,2.914
2011,4,24,19,20,0.77,4.165
2011,4,24,19,25,2.021,5.23
2011,4,24,19,30,2.293,5.4190000000000005
2011,4,24,19,35,2.169,5.346
2011,4,24,19,40,6.36,7.44
2011,4,24,19,45,10.631,8.944
2011,4,24,19,50,9.952,8.703
2011,4,24,19,55,8.18,8.083
2011,4,24,20,0,6.061,7.309
2011,4,24,20,5,10.151,8.767
2011,4,24,20,10,13.745000000000001,10.211
2011,4,24,20,15,14.763,10.772
2011,4,24,20,20,14.636000000000001,10.666
2011,4,24,20,25,14.917,10.943
2011,4,24,20,30,16.0,13.016
2011,4,24,20,35,16.0,15.432
2011,4,24,20,40,16.0,15.011000000000001
2011,4,24,20,45,16.0,12.896
2011,4,24,20,50,15.393,11.453
2011,4,24,20,55,15.104000000000001,11.138
2011,4,24,21,0,14.461,10.57
2011,4,24,21,5,14.429,10.555
2011,4,24,21,10,15.216000000000001,11.264
2011,4,24,21,15,15.951,12.668000000000001
2011,4,24,21,20,15.785,12.124
2011,4,24,21,25,15.932,12.604000000000001
2011,4,24,21,30,16.0,14.099
2011,4,24,21,35,16.0,16.568
2011,4,24,21,40,16.0,16.952
2011,4,24,21,45,16.0,17.086000000000002
2011,4,24,21,50,16.0,17.391000000000002
2011,4,24,21,55,16.0,17.37
2011,4,24,22,0,16.0,17.867
2011,4,24,22,5,16.0,17.315
2011,4,24,22,10,16.0,16.454
2011,4,24,22,15,16.0,15.661
2011,4,24,22,20,16.0,15.96
2011,4,24,22,25,16.0,15.783
2011,4,24,22,30,16.0,15.637
2011,4,24,22,35,16.0,15.353
2011,4,24,22,40,16.0,13.168000000000001
2011,4,24,22,45,15.38,11.450000000000001
2011,4,24,22,50,15.087,11.133000000000001
2011,4,24,22,55,15.675,11.774000000000001
2011,4,24,23,0,15.040000000000001,11.083
2011,4,24,23,5,14.211,10.461
2011,4,24,23,10,12.815,9.756
2011,4,24,23,15,9.621,8.591
2011,4,24,23,20,9.443,8.527000000000001
2011,4,24,23,25,11.576,9.278
2011,4,24,23,30,13.499,10.098
2011,4,24,23,35,14.866,10.895
2011,4,24,23,40,15.866,12.402000000000001
2011,4,24,23,45,16.0,14.197000000000001
2011,4,24,23,50,16.0,14.138
2011,4,24,23,55,15.814,12.231
2011,4,25,0,0,14.285,10.497
2011,4,25,0,5,12.103,9.466000000000001
2011,4,25,0,10,13.48,10.092
2011,4,25,0,15,11.362,9.204
2011,4,25,0,20,10.341000000000001,8.844
2011,4,25,0,25,11.109,9.115
2011,4,25,0,30,10.147,8.779
2011,4,25,0,35,7.899,7.998
2011,4,25,0,40,5.769,7.195
2011,4,25,0,45,2.8080000000000003,5.728
2011,4,25,0,50,1.1400000000000001,4.5200000000000005
2011,4,25,0,55,0.131,3.275
2011,4,25,1,0,0.026000000000000002,2.472
2011,4,25,1,5,0.013000000000000001,2.3040000000000003
2011,4,25,1,10,0.0,1.932
2011,4,25,1,15,0.0,1.541
2011,4,25,1,20,0.014,2.322
2011,4,25,1,25,0.029,2.511
2011,4,25,1,30,0.04,2.6430000000000002
2011,4,25,1,35,0.01,2.27
2011,4,25,1,40,0.08600000000000001,3.208
2011,4,25,1,45,1.672,4.95
2011,4,25,1,50,3.1670000000000003,5.93
2011,4,25,1,55,4.311,6.549
2011,4,25,2,0,4.883,6.799
2011,4,25,2,5,5.1610000000000005,6.921
2011,4,25,2,10,4.57,6.6610000000000005
2011,4,25,2,15,3.141,5.914
2011,4,25,2,20,2.931,5.792
2011,4,25,2,25,3.74,6.259
2011,4,25,2,30,4.801,6.763
2011,4,25,2,35,4.436,6.604
2011,4,25,2,40,4.378,6.58
2011,4,25,2,45,5.466,7.056
2011,4,25,2,50,6.631,7.55
2011,4,25,2,55,7.04,7.6930000000000005
2011,4,25,3,0,8.232,8.108
2011,4,25,3,5,10.663,8.96
2011,4,25,3,10,13.145,9.924
2011,4,25,3,15,14.914,10.949
2011,4,25,3,20,15.784,12.136000000000001
2011,4,25,3,25,16.0,13.049
2011,4,25,3,30,16.0,13.641
2011,4,25,3,35,16.0,13.885
2011,4,25,3,40,16.0,14.343
2011,4,25,3,45,16.0,15.127
2011,4,25,3,50,16.0,15.313
2011,4,25,3,55,16.0,14.752
2011,4,25,4,0,16.0,14.477
2011,4,25,4,5,16.0,14.288
2011,4,25,4,10,16.0,13.815
2011,4,25,4,15,16.0,13.51
2011,4,25,4,20,16.0,13.205
2011,4,25,4,25,16.0,13.159
2011,4,25,4,30,16.0,13.528
2011,4,25,4,35,16.0,13.61
2011,4,25,4,40,16.0,13.656
2011,4,25,4,45,16.0,13.494
2011,4,25,4,50,16.0,13.012
2011,4,25,4,55,15.917,12.579
2011,4,25,5,0,15.773,12.106
2011,4,25,5,5,15.615,11.715
2011,4,25,5,10,15.841000000000001,12.326
2011,4,25,5,15,15.913,12.564
2011,4,25,5,20,15.983,12.793000000000001
2011,4,25,5,25,15.925,12.603
2011,4,25,5,30,15.761000000000001,12.066
2011,4,25,5,35,15.646,11.749
2011,4,25,5,40,15.224,11.291
2011,4,25,5,45,14.85,10.885
2011,4,25,5,50,14.58,10.653
2011,4,25,5,55,14.616,10.672
2011,4,25,6,0,14.586,10.657
2011,4,25,6,5,14.571,10.65
2011,4,25,6,10,14.461,10.596
2011,4,25,6,15,14.962,11.011000000000001
2011,4,25,6,20,15.540000000000001,11.639000000000001
2011,4,25,6,25,15.867,12.42
2011,4,25,6,30,16.0,12.942
2011,4,25,6,35,16.0,13.574
2011,4,25,6,40,16.0,14.126
2011,4,25,6,45,16.0,15.097
2011,4,25,6,50,16.0,15.439
2011,4,25,6,55,16.0,16.565
2011,4,25,7,0,16.0,15.911
2011,4,25,7,5,16.0,16.256
2011,4,25,7,10,16.0,18.216
2011,4,25,7,15,16.0,16.635
2011,4,25,7,20,16.0,16.205000000000002
2011,4,25,7,25,16.0,15.967
2011,4,25,7,30,16.0,15.649000000000001
2011,4,25,7,35,16.0,17.867
2011,4,25,7,40,16.0,17.144000000000002
2011,4,25,7,45,16.0,15.551
2011,4,25,7,50,16.0,13.299
2011,4,25,7,55,16.0,13.248000000000001
2011,4,25,8,0,14.839,10.876
2011,4,25,8,5,13.977,10.351
2011,4,25,8,10,13.589,10.155
2011,4,25,8,15,11.901,9.405
2011,4,25,8,20,11.175,9.149000000000001
2011,4,25,8,25,13.167,9.952
2011,4,25,8,30,11.647,9.323
2011,4,25,8,35,6.198,7.391
2011,4,25,8,40,8.932,8.374
2011,4,25,8,45,7.609,7.913
2011,4,25,8,50,7.0440000000000005,7.711
2011,4,25,8,55,8.717,8.291
2011,4,25,9,0,2.075,5.285
2011,4,25,9,5,0.028,2.491
2011,4,25,9,10,0.669,4.031
2011,4,25,9,15,1.387,4.724
2011,4,25,9,20,0.061,2.899
2011,4,25,9,25,0.0,1.233
2011,4,25,9,30,0.037,2.604
2011,4,25,9,35,0.795,4.2090000000000005
2011,4,25,9,40,3.305,6.018
2011,4,25,9,45,4.21,6.515000000000001
2011,4,25,9,50,1.813,5.072
2011,4,25,9,55,1.425,4.755
2011,4,25,10,0,1.934,5.17
2011,4,25,10,5,3.8280000000000003,6.32
2011,4,25,10,10,6.556,7.534
2011,4,25,10,15,6.923,7.663
2011,4,25,10,20,6.7780000000000005,7.614
2011,4,25,10,25,10.323,8.856
2011,4,25,10,30,9.084,8.422
2011,4,25,10,35,7.83,7.989
2011,4,25,10,40,8.218,8.127
2011,4,25,10,45,8.425,8.2
2011,4,25,10,50,11.01,9.11
2011,4,25,10,55,11.501,9.283
2011,4,25,11,0,12.085,9.491
2011,4,25,11,5,12.799,9.781
2011,4,25,11,10,13.248000000000001,10.01
2011,4,25,11,15,14.434000000000001,10.611
2011,4,25,11,20,15.627,11.77
2011,4,25,11,25,15.815,12.289
2011,4,25,11,30,15.987,12.854000000000001
2011,4,25,11,35,16.0,13.592
2011,4,25,11,40,16.0,14.068
2011,4,25,11,45,16.0,14.996
2011,4,25,11,50,16.0,14.239
2011,4,25,11,55,15.73,11.999
2011,4,25,12,0,15.597,11.731
2011,4,25,12,5,15.008000000000001,11.09
2011,4,25,12,10,15.816,12.283
2011,4,25,12,15,15.788,12.188
2011,4,25,12,20,15.328000000000001,11.437
2011,4,25,12,25,15.405000000000001,11.52
2011,4,25,12,30,15.85,12.393
2011,4,25,12,35,16.0,14.309000000000001
2011,4,25,12,40,16.0,14.019
2011,4,25,12,45,15.811,12.268
2011,4,25,12,50,16.0,14.806000000000001
2011,4,25,12,55,15.758000000000001,12.091000000000001
2011,4,25,13,0,16.0,13.036
2011,4,25,13,5,15.868,12.450000000000001
2011,4,25,13,10,15.873000000000001,12.466000000000001
2011,4,25,13,15,15.69,11.862
2011,4,25,13,20,15.236,11.331
2011,4,25,13,25,13.443,10.107000000000001
2011,4,25,13,30,12.539,9.658
2011,4,25,13,35,14.965,11.041
2011,4,25,13,40,15.009,11.09
2011,4,25,13,45,15.306000000000001,11.413
2011,4,25,13,50,16.0,13.788
2011,4,25,13,55,16.0,14.227
2011,4,25,14,0,16.0,13.76
2011,4,25,14,5,16.0,15.715
2011,4,25,14,10,15.177,11.272
2011,4,25,14,15,15.473,11.59
2011,4,25,14,20,15.006,11.089
2011,4,25,14,25,16.0,12.911
2011,4,25,14,30,14.843,10.906
2011,4,25,14,35,8.47,8.22
2011,4,25,14,40,8.211,8.132
2011,4,25,14,45,11.655,9.347
2011,4,25,14,50,11.973,9.457
2011,4,25,14,55,15.082,11.178
2011,4,25,15,0,15.174,11.275
2011,4,25,15,5,15.829,12.334
2011,4,25,15,10,14.85,10.925
2011,4,25,15,15,15.183,11.288
2011,4,25,15,20,15.288,11.401
2011,4,25,15,25,11.43,9.271
2011,4,25,15,30,10.03,8.776
2011,4,25,15,35,10.114,8.807
2011,4,25,15,40,12.328,9.592
2011,4,25,15,45,15.772,12.152000000000001
2011,4,25,15,50,15.699,11.911
2011,4,25,15,55,15.811,12.286
2011,4,25,16,0,15.903,12.594
2011,4,25,16,5,11.143,9.182
2011,4,25,16,10,16.0,19.135
2011,4,25,16,15,16.0,14.814
2011,4,25,16,20,16.0,16.008
2011,4,25,16,25,16.0,13.891
2011,4,25,16,30,15.402000000000001,11.459
2011,4,25,16,35,13.802,10.242
2011,4,25,16,40,15.718,11.905
2011,4,25,16,45,10.915000000000001,9.039
2011,4,25,16,50,7.538,7.862
2011,4,25,16,55,8.545,8.212
2011,4,25,17,0,11.301,9.183
2011,4,25,17,5,15.837,12.302
2011,4,25,17,10,16.0,16.501
2011,4,25,17,15,16.0,15.918000000000001
2011,4,25,17,20,15.714,11.914
2011,4,25,17,25,13.266,10.009
2011,4,25,17,30,13.57,10.165000000000001
2011,4,25,17,35,15.687000000000001,11.85
2011,4,25,17,40,16.0,13.696
2011,4,25,17,45,16.0,14.837
2011,4,25,17,50,16.0,16.821
2011,4,25,17,55,16.0,16.342
2011,4,25,18,0,16.0,15.731
2011,4,25,18,5,16.0,15.307
2011,4,25,18,10,16.0,16.672
2011,4,25,18,15,16.0,16.394000000000002
2011,4,25,18,20,16.0,16.796
2011,4,25,18,25,16.0,16.11
2011,4,25,18,30,16.0,16.326
2011,4,25,18,35,16.0,14.458
2011,4,25,18,40,15.311,11.413
2011,4,25,18,45,15.365,11.465
2011,4,25,18,50,15.246,11.331
2011,4,25,18,55,15.704,11.892
2011,4,25,19,0,15.882,12.478
2011,4,25,19,5,16.0,13.012
2011,4,25,19,10,16.0,13.495000000000001
2011,4,25,19,15,16.0,14.203000000000001
2011,4,25,19,20,16.0,14.709
2011,4,25,19,25,16.0,15.408
2011,4,25,19,30,16.0,14.968
2011,4,25,19,35,14.408,10.58
2011,4,25,19,40,11.253,9.186
2011,4,25,19,45,9.521,8.575000000000001
2011,4,25,19,50,7.035,7.708
2011,4,25,19,55,5.485,7.08
2011,4,25,20,0,4.9510000000000005,6.845
2011,4,25,20,5,3.726,6.268
2011,4,25,20,10,4.301,6.561
2011,4,25,20,15,3.662,6.231
2011,4,25,20,20,4.4,6.604
2011,4,25,20,25,4.247,6.537
2011,4,25,20,30,4.2860000000000005,6.555
2011,4,25,20,35,4.206,6.521
2011,4,25,20,40,4.873,6.814
2011,4,25,20,45,6.543,7.541
2011,4,25,20,50,7.259,7.791
2011,4,25,20,55,7.1610000000000005,7.757000000000001
2011,4,25,21,0,7.95,8.032
2011,4,25,21,5,9.934000000000001,8.725
2011,4,25,21,10,11.329,9.216000000000001
2011,4,25,21,15,10.524000000000001,8.929
2011,4,25,21,20,8.808,8.325
2011,4,25,21,25,7.702,7.937
2011,4,25,21,30,7.602,7.901
2011,4,25,21,35,8.305,8.145
2011,4,25,21,40,9.062,8.407
2011,4,25,21,45,11.120000000000001,9.131
2011,4,25,21,50,12.747,9.732
2011,4,25,21,55,14.119,10.422
2011,4,25,22,0,14.817,10.849
2011,4,25,22,5,14.295,10.507
2011,4,25,22,10,13.134,9.921
2011,4,25,22,15,11.885,9.393
2011,4,25,22,20,10.647,8.957
2011,4,25,22,25,8.893,8.34
2011,4,25,22,30,8.001,8.029
2011,4,25,22,35,8.265,8.121
2011,4,25,22,40,7.663,7.91
2011,4,25,22,45,6.268,7.406000000000001
2011,4,25,22,50,6.067,7.3180000000000005
2011,4,25,22,55,4.515,6.6370000000000005
2011,4,25,23,0,2.5500000000000003,5.572
2011,4,25,23,5,1.564,4.861
2011,4,25,23,10,1.643,4.925
2011,4,25,23,15,2.63,5.618
2011,4,25,23,20,2.821,5.728
2011,4,25,23,25,1.9020000000000001,5.136
2011,4,25,23,30,1.299,4.644
2011,4,25,23,35,1.337,4.675
2011,4,25,23,40,1.8860000000000001,5.121
2011,4,25,23,45,2.879,5.758
2011,4,25,23,50,4.059,6.433
2011,4,25,23,55,5.001,6.845
2011,4,26,0,0,5.421,7.0280000000000005
2011,4,26,0,5,5.876,7.226
2011,4,26,0,10,5.933,7.251
2011,4,26,0,15,5.8,7.1930000000000005
2011,4,26,0,20,5.857,7.2170000000000005
2011,4,26,0,25,6.0040000000000004,7.281000000000001
2011,4,26,0,30,5.928,7.248
2011,4,26,0,35,5.658,7.1290000000000004
2011,4,26,0,40,5.442,7.034
2011,4,26,0,45,5.13,6.897
2011,4,26,0,50,4.503,6.622
2011,4,26,0,55,4.225,6.5
2011,4,26,1,0,4.533,6.634
2011,4,26,1,5,5.621,7.111
2011,4,26,1,10,6.82,7.602
2011,4,26,1,15,6.109,7.324
2011,4,26,1,20,4.671,6.695
2011,4,26,1,25,3.734,6.247
2011,4,26,1,30,3.597,6.168
2011,4,26,1,35,3.842,6.308
2011,4,26,1,40,3.753,6.256
2011,4,26,1,45,3.483,6.1000000000000005
2011,4,26,1,50,3.208,5.942
2011,4,26,1,55,3.134,5.899
2011,4,26,2,0,3.277,5.981
2011,4,26,2,5,3.749,6.253
2011,4,26,2,10,5.006,6.839
2011,4,26,2,15,6.0600000000000005,7.3
2011,4,26,2,20,5.788,7.181
2011,4,26,2,25,5.551,7.077
2011,4,26,2,30,5.908,7.232
2011,4,26,2,35,6.1530000000000005,7.339
2011,4,26,2,40,6.683,7.55
2011,4,26,2,45,6.713,7.559
2011,4,26,2,50,5.356,6.988
2011,4,26,2,55,3.955,6.369
2011,4,26,3,0,3.7110000000000003,6.228
2011,4,26,3,5,3.787,6.271
2011,4,26,3,10,2.299,5.413
2011,4,26,3,15,0.862,4.2780000000000005
2011,4,26,3,20,1.046,4.428
2011,4,26,3,25,1.994,5.197
2011,4,26,3,30,1.6440000000000001,4.913
2011,4,26,3,35,0.438,3.693
2011,4,26,3,40,0.451,3.7110000000000003
2011,4,26,3,45,0.841,4.257
2011,4,26,3,50,1.276,4.614
2011,4,26,3,55,1.585,4.864
2011,4,26,4,0,1.51,4.803
2011,4,26,4,5,1.469,4.7700000000000005
2011,4,26,4,10,1.421,4.73
2011,4,26,4,15,1.508,4.8
2011,4,26,4,20,1.606,4.88
2011,4,26,4,25,1.58,4.8580000000000005
2011,4,26,4,30,1.624,4.8950000000000005
2011,4,26,4,35,1.828,5.0600000000000005
2011,4,26,4,40,2.129,5.304
2011,4,26,4,45,2.2720000000000002,5.392
2011,4,26,4,50,1.984,5.1850000000000005
2011,4,26,4,55,1.443,4.745
2011,4,26,5,0,0.935,4.333
2011,4,26,5,5,0.671,4.016
2011,4,26,5,10,0.519,3.802
2011,4,26,5,15,0.558,3.857
2011,4,26,5,20,0.755,4.132
2011,4,26,5,25,1.046,4.422
2011,4,26,5,30,1.2530000000000001,4.59
2011,4,26,5,35,1.445,4.745
2011,4,26,5,40,1.4000000000000001,4.7090000000000005
2011,4,26,5,45,1.186,4.535
2011,4,26,5,50,1.002,4.385
2011,4,26,5,55,0.931,4.327
2011,4,26,6,0,1.135,4.492
2011,4,26,6,5,1.553,4.831
2011,4,26,6,10,2.028,5.215
2011,4,26,6,15,2.299,5.401
2011,4,26,6,20,2.094,5.267
2011,4,26,6,25,1.782,5.014
2011,4,26,6,30,1.466,4.757
2011,4,26,6,35,1.192,4.535
