SiteID, 17152.0,Site Timezone,-6.0,Data Timezone,-6.0
Longitude, -95.205444
Latitude, 35.03545
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2011,7,18,4,25,3.031,5.8870000000000005
2011,7,18,4,30,2.459,5.554
2011,7,18,4,35,2.116,5.343
2011,7,18,4,40,2.203,5.404
2011,7,18,4,45,2.5340000000000003,5.597
2011,7,18,4,50,2.807,5.755
2011,7,18,4,55,3.111,5.932
2011,7,18,5,0,3.5780000000000003,6.204
2011,7,18,5,5,3.866,6.372
2011,7,18,5,10,4.118,6.503
2011,7,18,5,15,4.734,6.774
2011,7,18,5,20,5.3580000000000005,7.049
2011,7,18,5,25,5.856,7.269
2011,7,18,5,30,5.988,7.327
2011,7,18,5,35,5.877,7.2780000000000005
2011,7,18,5,40,5.787,7.238
2011,7,18,5,45,5.871,7.275
2011,7,18,5,50,5.602,7.156000000000001
2011,7,18,5,55,5.063,6.918
2011,7,18,6,0,4.758,6.784
2011,7,18,6,5,4.46,6.652
2011,7,18,6,10,4.183,6.53
2011,7,18,6,15,3.791,6.3260000000000005
2011,7,18,6,20,3.025,5.88
2011,7,18,6,25,2.653,5.664
2011,7,18,6,30,2.769,5.731
2011,7,18,6,35,2.753,5.722
2011,7,18,6,40,2.537,5.597
2011,7,18,6,45,2.048,5.285
2011,7,18,6,50,1.832,5.1080000000000005
2011,7,18,6,55,1.947,5.203
2011,7,18,7,0,1.972,5.224
2011,7,18,7,5,1.804,5.087
2011,7,18,7,10,1.684,4.989
2011,7,18,7,15,1.572,4.898
2011,7,18,7,20,1.576,4.901
2011,7,18,7,25,1.601,4.922
2011,7,18,7,30,1.508,4.846
2011,7,18,7,35,1.358,4.724
2011,7,18,7,40,1.235,4.623
2011,7,18,7,45,1.048,4.47
2011,7,18,7,50,0.791,4.226
2011,7,18,7,55,0.6,3.958
2011,7,18,8,0,0.47300000000000003,3.778
2011,7,18,8,5,0.40800000000000003,3.686
2011,7,18,8,10,0.386,3.6550000000000002
2011,7,18,8,15,0.41100000000000003,3.692
2011,7,18,8,20,0.435,3.726
2011,7,18,8,25,0.454,3.753
2011,7,18,8,30,0.387,3.6590000000000003
2011,7,18,8,35,0.339,3.591
2011,7,18,8,40,0.268,3.491
2011,7,18,8,45,0.276,3.503
2011,7,18,8,50,0.276,3.503
2011,7,18,8,55,0.164,3.344
2011,7,18,9,0,0.085,3.228
2011,7,18,9,5,0.075,3.094
2011,7,18,9,10,0.069,3.0300000000000002
2011,7,18,9,15,0.07200000000000001,3.06
2011,7,18,9,20,0.076,3.118
2011,7,18,9,25,0.081,3.1790000000000003
2011,7,18,9,30,0.13,3.298
2011,7,18,9,35,0.138,3.311
2011,7,18,9,40,0.082,3.189
2011,7,18,9,45,0.07100000000000001,3.048
2011,7,18,9,50,0.07200000000000001,3.06
2011,7,18,9,55,0.079,3.146
2011,7,18,10,0,0.167,3.353
2011,7,18,10,5,0.218,3.427
2011,7,18,10,10,0.225,3.436
2011,7,18,10,15,0.227,3.439
2011,7,18,10,20,0.241,3.46
2011,7,18,10,25,0.332,3.588
2011,7,18,10,30,0.34400000000000003,3.607
2011,7,18,10,35,0.224,3.436
2011,7,18,10,40,0.157,3.341
2011,7,18,10,45,0.202,3.4050000000000002
2011,7,18,10,50,0.195,3.396
2011,7,18,10,55,0.24,3.46
2011,7,18,11,0,0.323,3.579
2011,7,18,11,5,0.433,3.735
2011,7,18,11,10,0.482,3.805
2011,7,18,11,15,0.494,3.823
2011,7,18,11,20,0.481,3.805
2011,7,18,11,25,0.485,3.811
2011,7,18,11,30,0.485,3.811
2011,7,18,11,35,0.482,3.8080000000000003
2011,7,18,11,40,0.459,3.775
2011,7,18,11,45,0.47800000000000004,3.802
2011,7,18,11,50,0.454,3.769
2011,7,18,11,55,0.338,3.604
2011,7,18,12,0,0.266,3.503
2011,7,18,12,5,0.307,3.561
2011,7,18,12,10,0.28700000000000003,3.5340000000000003
2011,7,18,12,15,0.259,3.494
2011,7,18,12,20,0.291,3.54
2011,7,18,12,25,0.323,3.585
2011,7,18,12,30,0.392,3.6830000000000003
2011,7,18,12,35,0.542,3.8970000000000002
2011,7,18,12,40,0.608,3.991
2011,7,18,12,45,0.593,3.97
2011,7,18,12,50,0.601,3.982
2011,7,18,12,55,0.635,4.031
2011,7,18,13,0,0.639,4.037
2011,7,18,13,5,0.652,4.055
2011,7,18,13,10,0.581,3.955
2011,7,18,13,15,0.544,3.903
2011,7,18,13,20,0.553,3.915
2011,7,18,13,25,0.5700000000000001,3.939
2011,7,18,13,30,0.584,3.9610000000000003
2011,7,18,13,35,0.644,4.046
2011,7,18,13,40,0.661,4.071
2011,7,18,13,45,0.592,3.973
2011,7,18,13,50,0.536,3.894
2011,7,18,13,55,0.527,3.882
2011,7,18,14,0,0.546,3.9090000000000003
2011,7,18,14,5,0.533,3.891
2011,7,18,14,10,0.5680000000000001,3.94
2011,7,18,14,15,0.683,4.104
2011,7,18,14,20,0.6980000000000001,4.126
2011,7,18,14,25,0.683,4.104
2011,7,18,14,30,0.663,4.077
2011,7,18,14,35,0.653,4.062
2011,7,18,14,40,0.743,4.19
2011,7,18,14,45,0.849,4.339
2011,7,18,14,50,0.844,4.333
2011,7,18,14,55,0.875,4.361
2011,7,18,15,0,0.908,4.388
2011,7,18,15,5,0.882,4.367
2011,7,18,15,10,0.8200000000000001,4.3
2011,7,18,15,15,0.807,4.281
2011,7,18,15,20,0.841,4.33
2011,7,18,15,25,0.8230000000000001,4.306
2011,7,18,15,30,0.748,4.199
2011,7,18,15,35,0.913,4.394
2011,7,18,15,40,1.219,4.647
2011,7,18,15,45,1.467,4.852
2011,7,18,15,50,1.7730000000000001,5.105
2011,7,18,15,55,2.043,5.328
2011,7,18,16,0,2.154,5.4190000000000005
2011,7,18,16,5,2.039,5.325
2011,7,18,16,10,1.681,5.029
2011,7,18,16,15,1.342,4.748
2011,7,18,16,20,1.371,4.773
2011,7,18,16,25,1.522,4.898
2011,7,18,16,30,1.7510000000000001,5.087
2011,7,18,16,35,2.032,5.319
2011,7,18,16,40,2.255,5.481
2011,7,18,16,45,2.234,5.468
2011,7,18,16,50,2.117,5.389
2011,7,18,16,55,2.069,5.349
2011,7,18,17,0,2.009,5.301
2011,7,18,17,5,1.957,5.258
2011,7,18,17,10,1.872,5.188
2011,7,18,17,15,1.743,5.081
2011,7,18,17,20,1.68,5.029
2011,7,18,17,25,2.086,5.365
2011,7,18,17,30,2.728,5.758
2011,7,18,17,35,2.984,5.908
2011,7,18,17,40,3.182,6.024
2011,7,18,17,45,3.225,6.048
2011,7,18,17,50,2.982,5.905
2011,7,18,17,55,2.91,5.862
2011,7,18,18,0,3.0300000000000002,5.932
2011,7,18,18,5,3.0140000000000002,5.923
2011,7,18,18,10,2.676,5.7250000000000005
2011,7,18,18,15,2.459,5.597
2011,7,18,18,20,2.996,5.9110000000000005
2011,7,18,18,25,3.533,6.2250000000000005
2011,7,18,18,30,3.512,6.213
2011,7,18,18,35,3.507,6.21
2011,7,18,18,40,3.668,6.305
2011,7,18,18,45,3.924,6.454
2011,7,18,18,50,4.008,6.503
2011,7,18,18,55,3.879,6.4270000000000005
2011,7,18,19,0,4.167,6.573
2011,7,18,19,5,4.9670000000000005,6.9270000000000005
2011,7,18,19,10,5.651,7.23
2011,7,18,19,15,6.3,7.517
2011,7,18,19,20,7.7940000000000005,8.057
2011,7,18,19,25,9.549,8.676
2011,7,18,19,30,10.439,8.993
2011,7,18,19,35,10.627,9.06
2011,7,18,19,40,10.577,9.042
2011,7,18,19,45,10.511000000000001,9.018
2011,7,18,19,50,10.72,9.091
2011,7,18,19,55,10.894,9.152000000000001
2011,7,18,20,0,11.017,9.195
2011,7,18,20,5,11.088000000000001,9.219
2011,7,18,20,10,11.157,9.244
2011,7,18,20,15,11.243,9.274000000000001
2011,7,18,20,20,11.372,9.32
2011,7,18,20,25,11.443,9.344
2011,7,18,20,30,11.419,9.335
2011,7,18,20,35,11.379,9.32
2011,7,18,20,40,11.407,9.329
2011,7,18,20,45,11.306000000000001,9.292
2011,7,18,20,50,10.982000000000001,9.176
2011,7,18,20,55,11.155,9.237
2011,7,18,21,0,11.672,9.421
2011,7,18,21,5,11.966000000000001,9.524000000000001
2011,7,18,21,10,11.941,9.515
2011,7,18,21,15,11.65,9.411
2011,7,18,21,20,11.427,9.332
2011,7,18,21,25,11.393,9.32
2011,7,18,21,30,11.18,9.243
2011,7,18,21,35,11.269,9.274000000000001
2011,7,18,21,40,11.564,9.378
2011,7,18,21,45,11.505,9.356
2011,7,18,21,50,11.146,9.228
2011,7,18,21,55,10.787,9.1
2011,7,18,22,0,10.523,9.005
2011,7,18,22,5,10.620000000000001,9.039
2011,7,18,22,10,11.22,9.253
2011,7,18,22,15,11.436,9.329
2011,7,18,22,20,11.215,9.25
2011,7,18,22,25,11.191,9.24
2011,7,18,22,30,10.986,9.167
2011,7,18,22,35,10.764,9.088000000000001
2011,7,18,22,40,10.818,9.106
2011,7,18,22,45,10.836,9.112
2011,7,18,22,50,10.587,9.024000000000001
2011,7,18,22,55,10.691,9.06
2011,7,18,23,0,10.838000000000001,9.112
2011,7,18,23,5,10.735,9.076
2011,7,18,23,10,10.529,9.002
2011,7,18,23,15,10.753,9.082
2011,7,18,23,20,11.234,9.253
2011,7,18,23,25,11.519,9.353
2011,7,18,23,30,11.553,9.366
2011,7,18,23,35,11.588000000000001,9.378
2011,7,18,23,40,11.761000000000001,9.439
2011,7,18,23,45,11.883000000000001,9.481
2011,7,18,23,50,11.601,9.381
2011,7,18,23,55,11.406,9.311
2011,7,19,0,0,11.717,9.42
2011,7,19,0,5,12.216000000000001,9.597
2011,7,19,0,10,12.423,9.671
2011,7,19,0,15,12.039,9.533
2011,7,19,0,20,11.697000000000001,9.411
2011,7,19,0,25,11.475,9.332
2011,7,19,0,30,11.452,9.323
2011,7,19,0,35,11.392,9.301
2011,7,19,0,40,11.368,9.292
2011,7,19,0,45,11.378,9.295
2011,7,19,0,50,11.164,9.219
2011,7,19,0,55,10.882,9.118
2011,7,19,1,0,10.678,9.045
2011,7,19,1,5,10.301,8.911
2011,7,19,1,10,9.564,8.648
2011,7,19,1,15,8.889,8.41
2011,7,19,1,20,8.482,8.267
2011,7,19,1,25,8.258000000000001,8.188
2011,7,19,1,30,8.198,8.166
2011,7,19,1,35,8.156,8.151
2011,7,19,1,40,7.913,8.065
2011,7,19,1,45,7.687,7.986
2011,7,19,1,50,7.539000000000001,7.934
2011,7,19,1,55,7.53,7.931
2011,7,19,2,0,7.957,8.081
2011,7,19,2,5,8.757,8.361
2011,7,19,2,10,9.557,8.642
2011,7,19,2,15,9.945,8.78
2011,7,19,2,20,9.799,8.728
2011,7,19,2,25,9.723,8.700000000000001
2011,7,19,2,30,9.561,8.642
2011,7,19,2,35,9.622,8.664
2011,7,19,2,40,9.796,8.725
2011,7,19,2,45,9.547,8.636000000000001
2011,7,19,2,50,8.991,8.441
2011,7,19,2,55,8.741,8.352
2011,7,19,3,0,8.256,8.181000000000001
2011,7,19,3,5,7.291,7.843
2011,7,19,3,10,6.614,7.605
2011,7,19,3,15,6.415,7.531000000000001
2011,7,19,3,20,6.546,7.58
2011,7,19,3,25,6.694,7.632000000000001
2011,7,19,3,30,6.4030000000000005,7.525
2011,7,19,3,35,6.065,7.376
2011,7,19,3,40,5.886,7.296
2011,7,19,3,45,5.8660000000000005,7.287
2011,7,19,3,50,5.97,7.333
2011,7,19,3,55,6.074,7.3790000000000004
2011,7,19,4,0,5.908,7.306
2011,7,19,4,5,5.757000000000001,7.238
2011,7,19,4,10,5.682,7.205
2011,7,19,4,15,5.324,7.046
2011,7,19,4,20,5.0,6.9030000000000005
2011,7,19,4,25,4.642,6.744
2011,7,19,4,30,4.332,6.607
2011,7,19,4,35,4.027,6.472
2011,7,19,4,40,3.725,6.298
2011,7,19,4,45,3.541,6.192
2011,7,19,4,50,3.573,6.21
2011,7,19,4,55,3.797,6.341
2011,7,19,5,0,3.907,6.405
2011,7,19,5,5,3.782,6.332
2011,7,19,5,10,3.689,6.277
2011,7,19,5,15,3.742,6.308
2011,7,19,5,20,3.732,6.3020000000000005
2011,7,19,5,25,3.601,6.2250000000000005
2011,7,19,5,30,3.475,6.152
2011,7,19,5,35,3.392,6.103
2011,7,19,5,40,3.146,5.96
2011,7,19,5,45,2.994,5.871
2011,7,19,5,50,3.137,5.954
2011,7,19,5,55,3.132,5.9510000000000005
2011,7,19,6,0,2.787,5.7490000000000006
2011,7,19,6,5,2.279,5.453
2011,7,19,6,10,2.029,5.276
2011,7,19,6,15,1.7910000000000001,5.081
2011,7,19,6,20,1.17,4.571
2011,7,19,6,25,0.88,4.333
2011,7,19,6,30,0.631,4.001
2011,7,19,6,35,0.305,3.54
2011,7,19,6,40,0.268,3.488
2011,7,19,6,45,0.358,3.616
2011,7,19,6,50,0.421,3.705
2011,7,19,6,55,0.44,3.732
2011,7,19,7,0,0.455,3.753
2011,7,19,7,5,0.41100000000000003,3.692
2011,7,19,7,10,0.29,3.521
2011,7,19,7,15,0.146,3.317
2011,7,19,7,20,0.082,3.189
2011,7,19,7,25,0.08600000000000001,3.232
2011,7,19,7,30,0.16,3.338
2011,7,19,7,35,0.257,3.476
2011,7,19,7,40,0.422,3.7110000000000003
2011,7,19,7,45,0.487,3.802
2011,7,19,7,50,0.41300000000000003,3.698
2011,7,19,7,55,0.417,3.705
2011,7,19,8,0,0.506,3.83
2011,7,19,8,5,0.581,3.936
2011,7,19,8,10,0.581,3.936
2011,7,19,8,15,0.511,3.839
2011,7,19,8,20,0.47000000000000003,3.781
2011,7,19,8,25,0.462,3.769
2011,7,19,8,30,0.494,3.814
2011,7,19,8,35,0.481,3.7960000000000003
2011,7,19,8,40,0.489,3.8080000000000003
2011,7,19,8,45,0.47400000000000003,3.787
2011,7,19,8,50,0.45,3.753
2011,7,19,8,55,0.523,3.857
2011,7,19,9,0,0.6,3.967
2011,7,19,9,5,0.638,4.022
2011,7,19,9,10,0.61,3.982
2011,7,19,9,15,0.56,3.912
2011,7,19,9,20,0.504,3.833
2011,7,19,9,25,0.444,3.747
2011,7,19,9,30,0.338,3.598
2011,7,19,9,35,0.196,3.396
2011,7,19,9,40,0.12,3.289
2011,7,19,9,45,0.146,3.326
2011,7,19,9,50,0.169,3.36
2011,7,19,9,55,0.128,3.302
2011,7,19,10,0,0.124,3.295
2011,7,19,10,5,0.171,3.363
2011,7,19,10,10,0.117,3.286
2011,7,19,10,15,0.083,3.21
2011,7,19,10,20,0.123,3.295
2011,7,19,10,25,0.217,3.43
2011,7,19,10,30,0.269,3.503
2011,7,19,10,35,0.275,3.512
2011,7,19,10,40,0.303,3.552
2011,7,19,10,45,0.41200000000000003,3.7070000000000003
2011,7,19,10,50,0.543,3.894
2011,7,19,10,55,0.538,3.888
2011,7,19,11,0,0.497,3.83
2011,7,19,11,5,0.51,3.848
2011,7,19,11,10,0.544,3.8970000000000002
2011,7,19,11,15,0.634,4.025
2011,7,19,11,20,0.752,4.1930000000000005
2011,7,19,11,25,0.8140000000000001,4.281
2011,7,19,11,30,0.863,4.3420000000000005
2011,7,19,11,35,0.881,4.357
2011,7,19,11,40,0.8200000000000001,4.29
2011,7,19,11,45,0.8150000000000001,4.284
2011,7,19,11,50,0.8300000000000001,4.306
2011,7,19,11,55,0.8230000000000001,4.296
2011,7,19,12,0,0.875,4.354
2011,7,19,12,5,0.971,4.434
2011,7,19,12,10,1.0,4.458
2011,7,19,12,15,0.9480000000000001,4.415
2011,7,19,12,20,0.851,4.336
2011,7,19,12,25,0.785,4.245
2011,7,19,12,30,0.723,4.156
2011,7,19,12,35,0.731,4.168
2011,7,19,12,40,0.731,4.168
2011,7,19,12,45,0.705,4.132
2011,7,19,12,50,0.6980000000000001,4.123
2011,7,19,12,55,0.7000000000000001,4.126
2011,7,19,13,0,0.717,4.15
2011,7,19,13,5,0.747,4.1930000000000005
2011,7,19,13,10,0.6970000000000001,4.123
2011,7,19,13,15,0.616,4.007
2011,7,19,13,20,0.557,3.924
2011,7,19,13,25,0.523,3.875
2011,7,19,13,30,0.516,3.866
2011,7,19,13,35,0.461,3.787
2011,7,19,13,40,0.394,3.692
2011,7,19,13,45,0.37,3.6590000000000003
2011,7,19,13,50,0.462,3.79
2011,7,19,13,55,0.601,3.988
2011,7,19,14,0,0.753,4.205
2011,7,19,14,5,0.8240000000000001,4.306
2011,7,19,14,10,0.869,4.358
2011,7,19,14,15,0.9430000000000001,4.4190000000000005
2011,7,19,14,20,0.972,4.4430000000000005
2011,7,19,14,25,0.979,4.449
2011,7,19,14,30,1.0150000000000001,4.48
2011,7,19,14,35,1.056,4.513
2011,7,19,14,40,1.055,4.513
2011,7,19,14,45,0.97,4.4430000000000005
2011,7,19,14,50,0.9590000000000001,4.434
2011,7,19,14,55,1.254,4.678
2011,7,19,15,0,1.704,5.05
2011,7,19,15,5,2.204,5.453
2011,7,19,15,10,2.668,5.724
2011,7,19,15,15,2.705,5.746
2011,7,19,15,20,2.523,5.639
2011,7,19,15,25,2.241,5.474
2011,7,19,15,30,2.096,5.3740000000000006
2011,7,19,15,35,2.14,5.41
2011,7,19,15,40,2.2560000000000002,5.484
2011,7,19,15,45,2.204,5.453
2011,7,19,15,50,2.219,5.462
2011,7,19,15,55,2.1390000000000002,5.41
2011,7,19,16,0,1.958,5.261
2011,7,19,16,5,2.484,5.618
2011,7,19,16,10,3.994,6.503
2011,7,19,16,15,4.683,6.811
2011,7,19,16,20,3.438,6.176
2011,7,19,16,25,2.129,5.401
2011,7,19,16,30,1.7850000000000001,5.117
2011,7,19,16,35,2.0100000000000002,5.304
2011,7,19,16,40,2.1350000000000002,5.407
2011,7,19,16,45,1.98,5.279
2011,7,19,16,50,1.621,4.9830000000000005
2011,7,19,16,55,1.304,4.721
2011,7,19,17,0,1.677,5.029
2011,7,19,17,5,3.477,6.2010000000000005
2011,7,19,17,10,6.32,7.54
2011,7,19,17,15,7.42,7.94
2011,7,19,17,20,5.953,7.375
2011,7,19,17,25,4.692,6.814
2011,7,19,17,30,4.679,6.808
2011,7,19,17,35,5.0840000000000005,6.988
2011,7,19,17,40,4.934,6.921
2011,7,19,17,45,4.4190000000000005,6.692
2011,7,19,17,50,3.847,6.414
2011,7,19,17,55,3.488,6.204
2011,7,19,18,0,3.394,6.149
2011,7,19,18,5,3.248,6.064
2011,7,19,18,10,3.0300000000000002,5.9350000000000005
2011,7,19,18,15,2.665,5.722
2011,7,19,18,20,2.2640000000000002,5.487
2011,7,19,18,25,2.604,5.6850000000000005
2011,7,19,18,30,4.059,6.531
2011,7,19,18,35,5.64,7.232
2011,7,19,18,40,5.948,7.37
2011,7,19,18,45,5.742,7.2780000000000005
2011,7,19,18,50,5.633,7.229
2011,7,19,18,55,5.407,7.1290000000000004
2011,7,19,19,0,5.16,7.019
2011,7,19,19,5,5.298,7.08
2011,7,19,19,10,5.47,7.156000000000001
2011,7,19,19,15,5.724,7.269
2011,7,19,19,20,6.17,7.4670000000000005
2011,7,19,19,25,6.849,7.7330000000000005
2011,7,19,19,30,7.446,7.9430000000000005
2011,7,19,19,35,7.68,8.026
2011,7,19,19,40,8.079,8.166
2011,7,19,19,45,8.194,8.206
2011,7,19,19,50,8.117,8.178
2011,7,19,19,55,8.464,8.301
2011,7,19,20,0,9.597,8.700000000000001
2011,7,19,20,5,10.472,9.012
2011,7,19,20,10,10.457,9.006
2011,7,19,20,15,10.304,8.951
2011,7,19,20,20,10.262,8.935
2011,7,19,20,25,9.989,8.838000000000001
2011,7,19,20,30,10.006,8.844
2011,7,19,20,35,10.221,8.92
2011,7,19,20,40,10.333,8.96
2011,7,19,20,45,10.874,9.152000000000001
2011,7,19,20,50,11.782,9.476
2011,7,19,20,55,12.758000000000001,9.854000000000001
2011,7,19,21,0,13.221,10.089
2011,7,19,21,5,12.983,9.967
2011,7,19,21,10,12.405000000000001,9.695
2011,7,19,21,15,12.201,9.622
2011,7,19,21,20,12.005,9.552
2011,7,19,21,25,11.739,9.457
2011,7,19,21,30,11.877,9.506
2011,7,19,21,35,11.902000000000001,9.515
2011,7,19,21,40,12.168000000000001,9.61
2011,7,19,21,45,12.342,9.671
2011,7,19,21,50,12.429,9.701
2011,7,19,21,55,12.733,9.836
2011,7,19,22,0,12.889000000000001,9.915000000000001
2011,7,19,22,5,13.003,9.973
2011,7,19,22,10,13.016,9.979000000000001
2011,7,19,22,15,12.964,9.951
2011,7,19,22,20,13.115,10.028
2011,7,19,22,25,13.171000000000001,10.055
2011,7,19,22,30,13.112,10.025
2011,7,19,22,35,13.136000000000001,10.037
2011,7,19,22,40,13.396,10.168000000000001
2011,7,19,22,45,13.619,10.281
2011,7,19,22,50,13.914,10.431000000000001
2011,7,19,22,55,14.077,10.513
2011,7,19,23,0,13.825000000000001,10.385
2011,7,19,23,5,13.645,10.293000000000001
2011,7,19,23,10,13.628,10.284
2011,7,19,23,15,13.677,10.309000000000001
2011,7,19,23,20,13.901,10.421
2011,7,19,23,25,14.011000000000001,10.476
2011,7,19,23,30,13.976,10.458
2011,7,19,23,35,13.832,10.385
2011,7,19,23,40,13.749,10.342
2011,7,19,23,45,13.798,10.366
2011,7,19,23,50,13.896,10.415000000000001
2011,7,19,23,55,13.951,10.443
2011,7,20,0,0,14.024000000000001,10.479000000000001
2011,7,20,0,5,14.246,10.592
2011,7,20,0,10,14.397,10.669
2011,7,20,0,15,14.369,10.653
2011,7,20,0,20,14.285,10.611
2011,7,20,0,25,14.298,10.617
2011,7,20,0,30,14.298,10.617
2011,7,20,0,35,14.461,10.699
2011,7,20,0,40,14.642,10.791
2011,7,20,0,45,14.493,10.714
2011,7,20,0,50,14.291,10.61
2011,7,20,0,55,14.515,10.723
2011,7,20,1,0,14.456,10.693
2011,7,20,1,5,14.035,10.479000000000001
2011,7,20,1,10,13.813,10.366
2011,7,20,1,15,13.868,10.394
2011,7,20,1,20,14.200000000000001,10.562
2011,7,20,1,25,14.398,10.662
2011,7,20,1,30,14.603,10.766
2011,7,20,1,35,14.909,11.053
2011,7,20,1,40,15.198,11.367
2011,7,20,1,45,15.154,11.319
2011,7,20,1,50,15.14,11.303
2011,7,20,1,55,15.406,11.593
2011,7,20,2,0,15.585,11.789
2011,7,20,2,5,15.619,11.825000000000001
2011,7,20,2,10,15.555,11.755
2011,7,20,2,15,15.471,11.663
2011,7,20,2,20,15.530000000000001,11.727
2011,7,20,2,25,15.608,11.813
2011,7,20,2,30,15.592,11.795
2011,7,20,2,35,15.542,11.74
2011,7,20,2,40,15.498000000000001,11.691
2011,7,20,2,45,15.521,11.715
2011,7,20,2,50,15.558,11.755
2011,7,20,2,55,15.586,11.785
2011,7,20,3,0,15.6,11.801
2011,7,20,3,5,15.606,11.807
2011,7,20,3,10,15.559000000000001,11.755
2011,7,20,3,15,15.532,11.724
2011,7,20,3,20,15.555,11.749
2011,7,20,3,25,15.581,11.776
2011,7,20,3,30,15.5,11.688
2011,7,20,3,35,15.487,11.673
2011,7,20,3,40,15.612,11.81
2011,7,20,3,45,15.698,11.956
2011,7,20,3,50,15.704,11.978
2011,7,20,3,55,15.692,11.938
2011,7,20,4,0,15.688,11.923
2011,7,20,4,5,15.66,11.859
2011,7,20,4,10,15.532,11.719
2011,7,20,4,15,15.407,11.581
2011,7,20,4,20,15.271,11.432
2011,7,20,4,25,15.061,11.203
2011,7,20,4,30,14.941,11.072000000000001
2011,7,20,4,35,14.936,11.066
2011,7,20,4,40,15.029,11.166
2011,7,20,4,45,15.094000000000001,11.236
2011,7,20,4,50,15.182,11.331
2011,7,20,4,55,15.096,11.236
2011,7,20,5,0,14.895,11.017
2011,7,20,5,5,14.907,11.029
2011,7,20,5,10,15.02,11.151
2011,7,20,5,15,15.1,11.236
2011,7,20,5,20,15.083,11.218
2011,7,20,5,25,14.985,11.111
2011,7,20,5,30,15.024000000000001,11.154
2011,7,20,5,35,15.135,11.276
2011,7,20,5,40,15.183,11.328
2011,7,20,5,45,15.192,11.337
2011,7,20,5,50,15.122,11.261000000000001
2011,7,20,5,55,15.108,11.245000000000001
2011,7,20,6,0,15.253,11.404
2011,7,20,6,5,15.32,11.477
2011,7,20,6,10,15.108,11.245000000000001
2011,7,20,6,15,15.059000000000001,11.191
2011,7,20,6,20,15.064,11.194
2011,7,20,6,25,15.017,11.142
2011,7,20,6,30,14.939,11.056000000000001
2011,7,20,6,35,14.876,10.989
2011,7,20,6,40,14.831,10.94
2011,7,20,6,45,14.384,10.629
2011,7,20,6,50,13.618,10.241
2011,7,20,6,55,13.449,10.156
2011,7,20,7,0,13.678,10.272
2011,7,20,7,5,13.726,10.296
2011,7,20,7,10,13.376,10.119
2011,7,20,7,15,13.118,9.988
2011,7,20,7,20,12.859,9.857
2011,7,20,7,25,12.326,9.622
2011,7,20,7,30,11.809000000000001,9.439
2011,7,20,7,35,11.479000000000001,9.323
2011,7,20,7,40,10.626,9.021
2011,7,20,7,45,9.85,8.746
2011,7,20,7,50,9.138,8.496
2011,7,20,7,55,8.284,8.197000000000001
2011,7,20,8,0,7.744,8.008000000000001
2011,7,20,8,5,7.0040000000000004,7.748
2011,7,20,8,10,6.095,7.398000000000001
2011,7,20,8,15,5.508,7.138
2011,7,20,8,20,4.692,6.7780000000000005
2011,7,20,8,25,3.883,6.4030000000000005
2011,7,20,8,30,3.4170000000000003,6.131
2011,7,20,8,35,3.122,5.96
2011,7,20,8,40,2.985,5.881
2011,7,20,8,45,2.927,5.847
2011,7,20,8,50,2.769,5.756
2011,7,20,8,55,2.5020000000000002,5.6000000000000005
2011,7,20,9,0,2.157,5.399
2011,7,20,9,5,1.964,5.24
2011,7,20,9,10,1.774,5.0840000000000005
2011,7,20,9,15,1.625,4.962
2011,7,20,9,20,1.49,4.852
2011,7,20,9,25,1.256,4.66
2011,7,20,9,30,1.178,4.596
2011,7,20,9,35,1.17,4.59
2011,7,20,9,40,1.051,4.492
2011,7,20,9,45,0.9460000000000001,4.407
2011,7,20,9,50,0.901,4.37
2011,7,20,9,55,0.842,4.3180000000000005
2011,7,20,10,0,0.837,4.312
2011,7,20,10,5,0.805,4.266
2011,7,20,10,10,0.8170000000000001,4.284
2011,7,20,10,15,0.8240000000000001,4.2940000000000005
2011,7,20,10,20,0.8190000000000001,4.287
2011,7,20,10,25,0.8190000000000001,4.287
2011,7,20,10,30,0.81,4.275
2011,7,20,10,35,0.8220000000000001,4.293
2011,7,20,10,40,0.863,4.3420000000000005
2011,7,20,10,45,0.789,4.248
2011,7,20,10,50,0.682,4.095
2011,7,20,10,55,0.658,4.062
2011,7,20,11,0,0.683,4.098
2011,7,20,11,5,0.6940000000000001,4.113
2011,7,20,11,10,0.644,4.043
2011,7,20,11,15,0.588,3.964
2011,7,20,11,20,0.598,3.979
2011,7,20,11,25,0.645,4.046
2011,7,20,11,30,0.658,4.065
2011,7,20,11,35,0.6980000000000001,4.123
2011,7,20,11,40,0.758,4.208
2011,7,20,11,45,0.775,4.232
2011,7,20,11,50,0.751,4.199
2011,7,20,11,55,0.757,4.208
2011,7,20,12,0,0.806,4.2780000000000005
2011,7,20,12,5,0.8250000000000001,4.306
2011,7,20,12,10,0.745,4.1930000000000005
2011,7,20,12,15,0.601,3.988
2011,7,20,12,20,0.631,4.031
2011,7,20,12,25,0.6930000000000001,4.12
2011,7,20,12,30,0.755,4.208
2011,7,20,12,35,0.92,4.4
2011,7,20,12,40,1.123,4.5680000000000005
2011,7,20,12,45,1.031,4.492
2011,7,20,12,50,1.042,4.501
2011,7,20,12,55,1.237,4.663
2011,7,20,13,0,1.196,4.6290000000000004
2011,7,20,13,5,0.999,4.4670000000000005
2011,7,20,13,10,0.918,4.4
2011,7,20,13,15,1.32,4.7330000000000005
