SiteID,15627,Site Timezone,-6,Data Timezone,-6,Longitude,-95.632233,Latitude,34.763214
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),,,,
2011,1,1,0,0,10.223,,,,
2011,1,1,0,5,10.678,,,,
2011,1,1,0,10,11.102,,,,
2011,1,1,0,15,11.123,,,,
2011,1,1,0,20,10.94,,,,
2011,1,1,0,25,10.791,,,,
2011,1,1,0,30,10.727,,,,
2011,1,1,0,35,10.733,,,,
2011,1,1,0,40,10.654,,,,
2011,1,1,0,45,10.547,,,,
2011,1,1,0,50,10.498,,,,
2011,1,1,0,55,10.376,,,,
2011,1,1,1,0,10.345,,,,
2011,1,1,1,5,10.446,,,,
2011,1,1,1,10,10.541,,,,
2011,1,1,1,15,10.598,,,,
2011,1,1,1,20,10.653,,,,
2011,1,1,1,25,10.739,,,,
2011,1,1,1,30,10.675,,,,
2011,1,1,1,35,10.47,,,,
2011,1,1,1,40,10.281,,,,
2011,1,1,1,45,10.11,,,,
2011,1,1,1,50,9.887,,,,
2011,1,1,1,55,9.646,,,,
2011,1,1,2,0,9.402,,,,
2011,1,1,2,5,9.204,,,,
2011,1,1,2,10,9.076,,,,
2011,1,1,2,15,9.07,,,,
2011,1,1,2,20,9.027,,,,
2011,1,1,2,25,8.978,,,,
2011,1,1,2,30,8.853,,,,
2011,1,1,2,35,8.584,,,,
2011,1,1,2,40,8.505,,,,
2011,1,1,2,45,8.258,,,,
2011,1,1,2,50,8.145,,,,
2011,1,1,2,55,8.166,,,,
2011,1,1,3,0,8.313,,,,
2011,1,1,3,5,8.514,,,,
2011,1,1,3,10,8.841,,,,
2011,1,1,3,15,9.079,,,,
2011,1,1,3,20,9.164,,,,
2011,1,1,3,25,9.134,,,,
2011,1,1,3,30,9.015,,,,
2011,1,1,3,35,8.825,,,,
2011,1,1,3,40,8.728,,,,
2011,1,1,3,45,8.578,,,,
2011,1,1,3,50,8.548,,,,
2011,1,1,3,55,8.557,,,,
2011,1,1,4,0,8.569,,,,
2011,1,1,4,5,8.636,,,,
2011,1,1,4,10,8.621,,,,
2011,1,1,4,15,8.645,,,,
2011,1,1,4,20,8.63,,,,
2011,1,1,4,25,8.523,,,,
2011,1,1,4,30,8.419,,,,
2011,1,1,4,35,8.41,,,,
2011,1,1,4,40,8.56,,,,
2011,1,1,4,45,8.755,,,,
2011,1,1,4,50,8.801,,,,
2011,1,1,4,55,8.612,,,,
2011,1,1,5,0,8.45,,,,
2011,1,1,5,5,8.471,,,,
2011,1,1,5,10,8.474,,,,
2011,1,1,5,15,8.429,,,,
2011,1,1,5,20,8.505,,,,
2011,1,1,5,25,8.655,,,,
2011,1,1,5,30,8.783,,,,
2011,1,1,5,35,8.905,,,,
2011,1,1,5,40,8.969,,,,
2011,1,1,5,45,9.036,,,,
2011,1,1,5,50,9.021,,,,
2011,1,1,5,55,8.96,,,,
2011,1,1,6,0,8.856,,,,
2011,1,1,6,5,8.691,,,,
2011,1,1,6,10,8.593,,,,
2011,1,1,6,15,8.481,,,,
2011,1,1,6,20,8.407,,,,
2011,1,1,6,25,8.456,,,,
2011,1,1,6,30,8.465,,,,
2011,1,1,6,35,8.493,,,,
2011,1,1,6,40,8.548,,,,
2011,1,1,6,45,8.587,,,,
2011,1,1,6,50,8.606,,,,
2011,1,1,6,55,8.648,,,,
2011,1,1,7,0,8.734,,,,
2011,1,1,7,5,8.825,,,,
2011,1,1,7,10,8.801,,,,
2011,1,1,7,15,8.77,,,,
2011,1,1,7,20,8.773,,,,
2011,1,1,7,25,8.712,,,,
2011,1,1,7,30,8.603,,,,
2011,1,1,7,35,8.532,,,,
