SiteID,14949,Site Timezone,-6,Data Timezone,-6,Longitude,-95.210938,Latitude,34.577648
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),,,,
2011,1,1,0,0,10.689,,,,
2011,1,1,0,5,10.82,,,,
2011,1,1,0,10,10.787,,,,
2011,1,1,0,15,10.518,,,,
2011,1,1,0,20,10.177,,,,
2011,1,1,0,25,9.833,,,,
2011,1,1,0,30,9.681,,,,
2011,1,1,0,35,9.739,,,,
2011,1,1,0,40,10.212,,,,
2011,1,1,0,45,11.051,,,,
2011,1,1,0,50,11.551,,,,
2011,1,1,0,55,11.682,,,,
2011,1,1,1,0,11.7,,,,
2011,1,1,1,5,11.682,,,,
2011,1,1,1,10,11.615,,,,
2011,1,1,1,15,11.429,,,,
2011,1,1,1,20,11.234,,,,
2011,1,1,1,25,11.118,,,,
2011,1,1,1,30,11.048,,,,
2011,1,1,1,35,11.047,,,,
2011,1,1,1,40,11.099,,,,
2011,1,1,1,45,11.099,,,,
2011,1,1,1,50,10.998,,,,
2011,1,1,1,55,10.922,,,,
2011,1,1,2,0,10.882,,,,
2011,1,1,2,5,10.928,,,,
2011,1,1,2,10,11.029,,,,
2011,1,1,2,15,11.062,,,,
2011,1,1,2,20,10.989,,,,
2011,1,1,2,25,10.861,,,,
2011,1,1,2,30,10.816,,,,
2011,1,1,2,35,10.865,,,,
2011,1,1,2,40,10.859,,,,
2011,1,1,2,45,10.776,,,,
2011,1,1,2,50,10.578,,,,
2011,1,1,2,55,10.349,,,,
2011,1,1,3,0,10.154,,,,
2011,1,1,3,5,10.041,,,,
2011,1,1,3,10,10.002,,,,
2011,1,1,3,15,9.998,,,,
2011,1,1,3,20,9.968,,,,
2011,1,1,3,25,9.931,,,,
2011,1,1,3,30,9.9,,,,
2011,1,1,3,35,9.894,,,,
2011,1,1,3,40,9.915,,,,
2011,1,1,3,45,9.973,,,,
2011,1,1,3,50,9.985,,,,
2011,1,1,3,55,9.921,,,,
2011,1,1,4,0,9.845,,,,
2011,1,1,4,5,9.726,,,,
2011,1,1,4,10,9.561,,,,
2011,1,1,4,15,9.426,,,,
2011,1,1,4,20,9.295,,,,
2011,1,1,4,25,9.125,,,,
2011,1,1,4,30,8.923,,,,
2011,1,1,4,35,8.78,,,,
2011,1,1,4,40,8.658,,,,
2011,1,1,4,45,8.53,,,,
2011,1,1,4,50,8.353,,,,
2011,1,1,4,55,8.292,,,,
2011,1,1,5,0,8.224,,,,
2011,1,1,5,5,8.243,,,,
